,AGREEMENT_END_DATE__C,CUSTOMER__C
12758,2017-09-15,001a000001IrUGpAAN
12759,2017-08-31,001a000001IrUvHAAV
12760,2016-12-31,001a000001IrXrWAAV
12761,2018-04-24,001a000001JfhmDAAR
12763,2018-01-13,001a000001JfqHkAAJ
12765,2017-12-22,001a000001JgK85AAF
12768,2018-06-30,001a000001JgYzDAAV
12769,2016-05-02,001a000001Jglt9AAB
12775,2018-06-29,001a000001JhPoiAAF
12777,2018-06-14,001a000001JhorzAAB
12779,2017-12-09,001a000001Ji0kOAAR
12780,2017-06-26,001a000001Ji2gWAAR
12781,2016-12-31,001a000001JiBI7AAN
12783,2016-12-25,001a000001JiqsvAAB
12785,2017-05-30,001a000001Jit0zAAB
12788,2016-10-30,001a000001JjXTTAA3
12791,2016-07-14,001a000001Jjc6uAAB
12794,2018-04-18,001a000001LA8PqAAL
12799,2016-09-29,001a000001LAnSGAA1
12800,2016-06-27,001a000001LAnVaAAL
12801,2017-07-29,001a000001LAokbAAD
12803,2017-06-16,001a000001LBeEEAA1
12804,2017-09-04,001a000001LBeyDAAT
12805,2016-12-29,001a000001LBf8YAAT
12806,2017-05-29,001a000001LBtOcAAL
12807,2017-12-31,001a000001LC0hqAAD
12809,2017-03-31,001a000001LC6ZfAAL
12814,2017-11-29,001a000001MBUfNAAX
12815,2018-06-24,001a000001MBmOvAAL
12816,2017-09-29,001a000001MBoVRAA1
12817,2016-07-30,001a000001MBpDdAAL
12819,2018-03-31,001a000001MC31bAAD
12821,2018-06-25,001a000001MCAa1AAH
12822,2016-11-24,001a000001MCBOeAAP
12830,2016-02-29,001a000001MCvkvAAD
12831,2016-04-22,001a000001MDGLAAA5
12834,2017-07-31,001a000001NGGsfAAH
12836,2018-07-30,001a000001NGUswAAH
12837,2016-03-30,001a000001NGmKzAAL
12841,2017-12-16,001a000001NI77xAAD
12842,2017-03-31,001a000001NIE9gAAH
12843,2016-07-09,001a000001NIFUzAAP
12846,2017-02-28,001a000001NIFXnAAP
12851,2018-03-08,001a000001NIFYjAAP
12856,2018-03-27,001a000001NIFZTAA5
12857,2016-03-08,001a000001NIFZkAAP
12858,2016-09-30,001a000001NIFaOAAX
12859,2017-11-30,001a000001NIFaQAAX
12860,2017-10-27,001a000001NIFaVAAX
12865,2017-06-11,001a000001NIFb6AAH
12871,2017-08-31,001a000001NIFcfAAH
12872,2018-07-31,001a000001NIFcsAAH
12874,2016-05-17,001a000001NIFd8AAH
12879,2018-03-26,001a000001NIFe3AAH
12880,2017-02-10,001a000001NIFe4AAH
12886,2016-02-12,001a000001NIFfGAAX
12888,2018-02-04,001a000001NIFfeAAH
12892,2016-08-03,001a000001NIFg4AAH
12894,2017-10-05,001a000001NIFgZAAX
12896,2018-06-30,001a000001NIFgmAAH
12897,2016-02-29,001a000001NIFhNAAX
12899,2016-10-01,001a000001NIFhRAAX
12900,2018-02-12,001a000001NIFhbAAH
12902,2018-03-31,001a000001NIFhoAAH
12903,2018-02-28,001a000001NIFhrAAH
12904,2015-12-02,001a000001NIFi6AAH
12905,2018-05-27,001a000001NIFiTAAX
12908,2017-02-04,001a000001NIFirAAH
12914,2017-11-09,001a000001NIFjuAAH
12917,2017-10-30,001a000001NIFjzAAH
12919,2017-09-05,001a000001NIFkBAAX
12920,2016-07-28,001a000001NIFkTAAX
12922,2015-12-15,001a000001NIFklAAH
12925,2017-06-09,001a000001NIFktAAH
12932,2018-05-07,001a000001NIFp5AAH
12936,2017-11-05,001a000001NIFqBAAX
12940,2018-05-16,001a000001NIFrhAAH
12941,2017-06-16,001a000001NIFrkAAH
12944,2018-06-08,001a000001NIFsaAAH
12946,2018-06-28,001a000001NIFskAAH
12947,2018-03-05,001a000001NIFt2AAH
12951,2018-02-08,001a000001NIFtxAAH
12954,2016-05-10,001a000001NIFvWAAX
12958,2016-08-11,001a000001NIFw2AAH
12961,2016-01-18,001a000001NIFwLAAX
12965,2018-05-31,001a000001NIFy3AAH
12966,2018-04-30,001a000001NIFyGAAX
12972,2017-04-28,001a000001NIFyyAAH
12974,2016-04-20,001a000001NIG00AAH
12975,2018-03-01,001a000001NIG07AAH
12976,2017-04-12,001a000001NIG0DAAX
12977,2017-10-13,001a000001NIG1KAAX
12979,2017-11-20,001a000001NIG1YAAX
12984,2018-01-11,001a000001NIG2PAAX
12987,2017-11-23,001a000001NIG3TAAX
12988,2018-06-05,001a000001NIG3jAAH
12990,2016-08-29,001a000001NIG3sAAH
12993,2016-05-22,001a000001NIG4FAAX
12995,2018-03-21,001a000001NIG4QAAX
12997,2018-03-09,001a000001NIG4fAAH
13000,2018-04-16,001a000001NIG54AAH
13010,2017-12-15,001a000001NIG6CAAX
13011,2017-03-27,001a000001NIG6KAAX
13013,2018-06-11,001a000001NIG6fAAH
13014,2018-06-18,001a000001NIG6gAAH
13017,2017-11-22,001a000001NIG7BAAX
13020,2017-12-21,001a000001NIG7tAAH
13021,2016-03-31,001a000001NIG7zAAH
13022,2016-10-20,001a000001NIG85AAH
13024,2018-01-17,001a000001NIG8SAAX
13026,2018-01-16,001a000001NIG8fAAH
13027,2018-01-17,001a000001NIG8nAAH
13031,2017-09-07,001a000001NIG9DAAX
13033,2018-07-11,001a000001NIG9aAAH
13034,2017-03-24,001a000001NIG9iAAH
13038,2017-03-30,001a000001NIG9wAAH
13039,2018-02-02,001a000001NIGA0AAP
13042,2018-03-09,001a000001NIGAEAA5
13050,2018-02-28,001a000001NIGAwAAP
13052,2016-02-15,001a000001NIGB3AAP
13053,2016-11-05,001a000001NIGBNAA5
13057,2017-02-27,001a000001NIGCDAA5
13059,2016-07-26,001a000001NIGCfAAP
13060,2018-05-10,001a000001NIGCmAAP
13068,2017-12-29,001a000001NIGEJAA5
13070,2016-04-30,001a000001NIGEaAAP
13072,2017-08-10,001a000001NIGF0AAP
13073,2017-12-19,001a000001NIGFFAA5
13074,2017-03-17,001a000001NIGFUAA5
13075,2018-01-30,001a000001NIGFgAAP
13077,2017-03-03,001a000001NIGG1AAP
13082,2018-03-27,001a000001NIGI3AAP
13083,2016-08-18,001a000001NIGI4AAP
13086,2017-06-06,001a000001NIGIpAAP
13089,2018-02-06,001a000001NIGKAAA5
13091,2018-06-07,001a000001NIGKHAA5
13093,2017-03-29,001a000001NIGLAAA5
13095,2017-10-12,001a000001NIGLIAA5
13096,2016-01-28,001a000001NIGLVAA5
13101,2018-06-23,001a000001NIGNFAA5
13104,2018-06-03,001a000001NIGNKAA5
13109,2018-01-31,001a000001NIGOuAAP
13111,2018-04-03,001a000001NIGPcAAP
13113,2016-03-14,001a000001NIGPqAAP
13115,2017-11-08,001a000001NIGQ9AAP
13120,2017-10-06,001a000001NIGQfAAP
13121,2018-07-31,001a000001NIGQhAAP
13122,2015-02-19,001a000001NIGQpAAP
13126,2018-01-31,001a000001NIGRbAAP
13130,2017-10-31,001a000001NIGSVAA5
13133,2018-03-14,001a000001NIGSoAAP
13134,2017-11-23,001a000001NIGT3AAP
13136,2018-02-15,001a000001NIGTKAA5
13137,2018-06-29,001a000001NIGTRAA5
13138,2018-02-16,001a000001NIGTYAA5
13142,2018-03-13,001a000001NIGU2AAP
13144,2016-11-01,001a000001NIGUPAA5
13148,2017-03-15,001a000001NIGUvAAP
13150,2018-01-17,001a000001NIGVNAA5
13161,2018-03-27,001a000001NIGX0AAP
13168,2018-07-26,001a000001NIGXdAAP
13170,2017-07-18,001a000001NIGXoAAP
13172,2015-05-05,001a000001NIGXrAAP
13177,2018-01-09,001a000001NIGYwAAP
13180,2016-09-13,001a000001NIGZUAA5
13183,2016-02-03,001a000001NIGa0AAH
13188,2015-12-28,001a000001NIGabAAH
13190,2016-06-30,001a000001NIGayAAH
13191,2018-03-30,001a000001NIGb8AAH
13192,2017-12-01,001a000001NIGbLAAX
13193,2017-12-22,001a000001NIGbWAAX
13195,2017-05-16,001a000001NIGbdAAH
13197,2017-06-29,001a000001NIGbmAAH
13198,2014-09-10,001a000001NIGboAAH
13210,2016-08-07,001a000001NIGdJAAX
13212,2017-12-03,001a000001NIGdYAAX
13214,2017-02-20,001a000001NIGdiAAH
13217,2017-12-30,001a000001NIGe1AAH
13219,2016-01-18,001a000001NIGeIAAX
13220,2017-11-18,001a000001NIGeNAAX
13221,2016-01-11,001a000001NIGeSAAX
13223,2017-10-28,001a000001NIGeYAAX
13225,2018-07-04,001a000001NIGebAAH
13231,2017-12-18,001a000001NIGf3AAH
13234,2018-06-03,001a000001NIGfKAAX
13244,2018-04-10,001a000001NIGgeAAH
13248,2018-01-23,001a000001NIGhRAAX
13251,2017-07-26,001a000001NIGhgAAH
13252,2018-07-26,001a000001NIGhoAAH
13253,2016-11-22,001a000001NIGhqAAH
13255,2017-05-03,001a000001NIGi7AAH
13262,2018-01-18,001a000001NIGjJAAX
13264,2017-03-01,001a000001NIGjRAAX
13265,2016-04-24,001a000001NIGjSAAX
13270,2018-07-30,001a000001NIGkDAAX
13271,2017-04-01,001a000001NIGkJAAX
13276,2018-02-15,001a000001NIGlEAAX
13279,2018-01-27,001a000001NIGlvAAH
13282,2018-04-25,001a000001NIGmHAAX
13283,2016-09-04,001a000001NIGmLAAX
13285,2017-02-03,001a000001NIGmRAAX
13288,2018-01-26,001a000001NIGn7AAH
13297,2017-11-29,001a000001NIGo6AAH
13299,2016-11-06,001a000001NIGoFAAX
13302,2016-09-09,001a000001NIGoYAAX
13305,2016-04-25,001a000001NIGpIAAX
13307,2017-12-30,001a000001NIGpaAAH
13308,2017-04-18,001a000001NIGpkAAH
13309,2018-03-26,001a000001NIGpmAAH
13311,2016-09-01,001a000001NIGqAAAX
13316,2018-06-26,001a000001NIGqnAAH
13317,2018-02-16,001a000001NIGrNAAX
13321,2017-06-05,001a000001NIGruAAH
13324,2017-06-30,001a000001NIGsCAAX
13328,2017-02-28,001a000001NIGtQAAX
13330,2017-04-01,001a000001NIGtmAAH
13331,2017-06-14,001a000001NIGtnAAH
13333,2017-12-14,001a000001NIGu2AAH
13334,2016-09-21,001a000001NIGuEAAX
13341,2017-06-28,001a000001NIGvPAAX
13342,2018-02-28,001a000001NIGvRAAX
13343,2018-05-09,001a000001NIGvfAAH
13349,2018-01-17,001a000001NIGwPAAX
13351,2017-01-14,001a000001NIGwUAAX
13353,2017-09-01,001a000001NIGx3AAH
13354,2017-12-21,001a000001NIGx6AAH
13355,2018-07-31,001a000001NIGx8AAH
13356,2017-01-06,001a000001NIGxCAAX
13358,2017-09-29,001a000001NIGxxAAH
13365,2017-02-14,001a000001NIGyWAAX
13375,2018-01-10,001a000001NIH08AAH
13378,2016-03-16,001a000001NIH0RAAX
13381,2018-01-15,001a000001NIH12AAH
13385,2017-12-31,001a000001NIH1RAAX
13391,2016-11-23,001a000001NIH1yAAH
13392,2017-12-08,001a000001NIH2OAAX
13397,2017-11-22,001a000001NIH37AAH
13401,2016-06-19,001a000001NIH3gAAH
13404,2018-03-04,001a000001NIH3wAAH
13406,2017-11-10,001a000001NIH4AAAX
13408,2016-09-15,001a000001NIH4NAAX
13409,2018-02-07,001a000001NIH4lAAH
13411,2018-06-25,001a000001NIH4zAAH
13414,2017-08-26,001a000001NIH5IAAX
13418,2016-06-19,001a000001NIH5oAAH
13422,2016-10-25,001a000001NIH6DAAX
13424,2018-02-24,001a000001NIH6QAAX
13427,2017-06-12,001a000001NIH6nAAH
13435,2016-07-28,001a000001NIH8VAAX
13443,2016-08-26,001a000001NIH9nAAH
13444,2016-09-26,001a000001NIH9wAAH
13445,2018-03-08,001a000001NIHA3AAP
13446,2017-04-19,001a000001NIHA7AAP
13450,2018-03-24,001a000001NIHAXAA5
13453,2017-06-30,001a000001NIHBHAA5
13455,2018-07-09,001a000001NIHBNAA5
13464,2017-02-23,001a000001NIHD3AAP
13465,2017-12-09,001a000001NIHDFAA5
13466,2015-12-29,001a000001NIHDHAA5
13472,2017-10-27,001a000001NIHDyAAP
13480,2017-12-22,001a000001NIHFCAA5
13481,2017-04-10,001a000001NIHFDAA5
13483,2017-04-24,001a000001NIHFLAA5
13485,2017-07-15,001a000001NIHFcAAP
13498,2018-06-21,001a000001NIHHwAAP
13505,2017-06-27,001a000001NIHIlAAP
13506,2017-10-21,001a000001NIHInAAP
13507,2016-01-30,001a000001NIHIvAAP
13513,2017-05-31,001a000001NIHK0AAP
13516,2016-07-19,001a000001NIHKWAA5
13522,2016-08-21,001a000001NIHL4AAP
13525,2018-04-03,001a000001NIHLFAA5
13528,2018-02-23,001a000001NIHLiAAP
13531,2016-08-13,001a000001NIHM1AAP
13532,2016-04-20,001a000001NIHM9AAP
13536,2017-03-01,001a000001NIHMjAAP
13537,2018-05-09,001a000001NIHMoAAP
13546,2018-02-03,001a000001NIHPZAA5
13547,2018-05-13,001a000001NIHPeAAP
13550,2016-01-22,001a000001NIHPkAAP
13552,2018-02-01,001a000001NIHPwAAP
13555,2017-07-28,001a000001NIHQ5AAP
13557,2016-05-07,001a000001NIHQNAA5
13558,2017-09-21,001a000001NIHQSAA5
13561,2017-01-02,001a000001NIHQkAAP
13562,2016-12-20,001a000001NIHQsAAP
13565,2018-03-29,001a000001NIHRZAA5
13566,2017-02-18,001a000001NIHRjAAP
13569,2016-12-30,001a000001NIHSFAA5
13570,2016-12-19,001a000001NIHSOAA5
13571,2016-10-25,001a000001NIHSnAAP
13574,2018-01-02,001a000001NIHTKAA5
13576,2018-04-28,001a000001NIHTWAA5
13581,2017-07-12,001a000001NIHU1AAP
13585,2016-01-03,001a000001NIHUWAA5
13586,2018-07-16,001a000001NIHUbAAP
13589,2018-07-14,001a000001NIHV4AAP
13590,2018-06-15,001a000001NIHVDAA5
13592,2016-11-30,001a000001NIHVaAAP
13596,2017-09-24,001a000001NIHVvAAP
13597,2018-01-17,001a000001NIHVxAAP
13598,2018-02-24,001a000001NIHWDAA5
13604,2018-03-26,001a000001NIHXGAA5
13613,2017-09-29,001a000001NIHYBAA5
13614,2018-02-26,001a000001NIHYEAA5
13616,2018-01-03,001a000001NIHYJAA5
13619,2017-11-05,001a000001NIHYmAAP
13620,2016-07-18,001a000001NIHYrAAP
13630,2016-01-22,001a000001NIHafAAH
13631,2016-06-28,001a000001NIHaiAAH
13632,2017-12-28,001a000001NIHbRAAX
13638,2018-03-01,001a000001NIHcFAAX
13639,2017-07-06,001a000001NIHcIAAX
13642,2017-01-23,001a000001NIHcZAAX
13645,2018-06-26,001a000001NIHcqAAH
13652,2016-09-30,001a000001NIHduAAH
13656,2016-12-20,001a000001NIHeSAAX
13664,2018-07-01,001a000001NIHf5AAH
13669,2016-04-19,001a000001NIHfcAAH
13670,2016-03-26,001a000001NIHfpAAH
13673,2017-07-31,001a000001NIHgQAAX
13674,2018-03-03,001a000001NIHgUAAX
13675,2018-02-09,001a000001NIHgZAAX
13676,2016-09-16,001a000001NIHgmAAH
13677,2017-09-22,001a000001NIHh7AAH
13679,2018-07-09,001a000001NIHhLAAX
13681,2016-07-28,001a000001NIHhpAAH
13682,2017-09-28,001a000001NIHi7AAH
13683,2016-10-04,001a000001NIHi9AAH
13686,2018-07-23,001a000001NIHiaAAH
13690,2017-03-20,001a000001NIHijAAH
13692,2018-06-30,001a000001NIHiwAAH
13693,2016-10-26,001a000001NIHj5AAH
13697,2017-10-21,001a000001NIHjSAAX
13699,2016-09-26,001a000001NIHjZAAX
13703,2018-07-14,001a000001NIHkQAAX
13706,2018-02-07,001a000001NIHlEAAX
13708,2018-02-20,001a000001NIHlZAAX
13716,2018-01-12,001a000001NIHmfAAH
13725,2017-12-21,001a000001NIHnnAAH
13726,2018-02-27,001a000001NIHoIAAX
13728,2016-10-21,001a000001NIHp7AAH
13729,2016-02-24,001a000001NIHpBAAX
13731,2017-03-10,001a000001NIHpSAAX
13733,2018-04-18,001a000001NIHpWAAX
13739,2017-11-02,001a000001NIHqAAAX
13742,2016-06-30,001a000001NIHqTAAX
13746,2018-03-07,001a000001NIHqkAAH
13748,2018-02-24,001a000001NIHrFAAX
13751,2018-05-25,001a000001NIHrnAAH
13755,2016-06-01,001a000001NIHsTAAX
13757,2018-03-01,001a000001NIHsbAAH
13759,2018-02-25,001a000001NIHtJAAX
13760,2016-10-29,001a000001NIHtxAAH
13763,2018-01-25,001a000001NIHuAAAX
13765,2018-07-19,001a000001NIHuTAAX
13767,2016-10-26,001a000001NIHuzAAH
13768,2016-09-15,001a000001NIHvGAAX
13770,2016-10-07,001a000001NIHvWAAX
13771,2016-06-30,001a000001NIHveAAH
13775,2017-12-21,001a000001NIHwMAAX
13779,2017-10-26,001a000001NIHwuAAH
13780,2016-12-01,001a000001NIHwzAAH
13787,2016-09-28,001a000001NIHyCAAX
13793,2016-11-19,001a000001NIHz3AAH
13794,2016-01-06,001a000001NIHz6AAH
13798,2017-03-27,001a000001NIHzzAAH
13799,2018-02-02,001a000001NII0sAAH
13803,2018-02-15,001a000001NII1RAAX
13805,2017-04-25,001a000001NII1eAAH
13807,2017-08-15,001a000001NII1qAAH
13808,2015-12-29,001a000001NII1uAAH
13809,2017-10-29,001a000001NII27AAH
13820,2017-08-22,001a000001NII3NAAX
13821,2016-04-29,001a000001NII3QAAX
13823,2016-08-21,001a000001NII3hAAH
13825,2018-04-19,001a000001NII3qAAH
13826,2016-12-06,001a000001NII3uAAH
13827,2016-01-17,001a000001NII3wAAH
13830,2018-03-04,001a000001NII5LAAX
13832,2018-02-17,001a000001NII5oAAH
13838,2018-02-21,001a000001NII70AAH
13839,2017-09-06,001a000001NII78AAH
13846,2017-06-22,001a000001NII8CAAX
13852,2018-02-22,001a000001NII8wAAH
13853,2018-02-15,001a000001NII9HAAX
13856,2018-07-13,001a000001NIIA4AAP
13863,2018-07-28,001a000001NIIBMAA5
13864,2016-06-10,001a000001NIIBUAA5
13865,2017-02-07,001a000001NIIBZAA5
13872,2017-12-18,001a000001NIICbAAP
13879,2016-06-22,001a000001NIIDZAA5
13883,2018-05-10,001a000001NIIDuAAP
13885,2016-11-05,001a000001NIIE7AAP
13891,2016-06-23,001a000001NIIFSAA5
13892,2016-09-17,001a000001NIIFiAAP
13897,2018-03-12,001a000001NIIGrAAP
13901,2018-03-09,001a000001NIIH9AAP
13902,2018-02-21,001a000001NIIHQAA5
13903,2018-02-27,001a000001NIIHxAAP
13910,2017-12-28,001a000001NIIJAAA5
13911,2018-03-22,001a000001NIIJDAA5
13913,2017-11-17,001a000001NIIJOAA5
13914,2017-06-14,001a000001NIIJaAAP
13915,2018-03-01,001a000001NIIJoAAP
13917,2016-03-08,001a000001NIIKFAA5
13918,2016-11-23,001a000001NIIKIAA5
13923,2017-07-27,001a000001NIIKgAAP
13924,2018-02-17,001a000001NIIKiAAP
13926,2017-12-31,001a000001NIILBAA5
13930,2016-06-28,001a000001NIILcAAP
13932,2017-12-08,001a000001NIILeAAP
13934,2016-04-28,001a000001NIIMLAA5
13936,2017-05-19,001a000001NIIMpAAP
13937,2016-07-18,001a000001NIIN1AAP
13938,2017-09-17,001a000001NIIN6AAP
13942,2016-04-12,001a000001NIINnAAP
13947,2017-02-24,001a000001NIIOeAAP
13951,2018-05-11,001a000001NIIP9AAP
13955,2018-06-14,001a000001NIIPpAAP
13956,2016-09-13,001a000001NIIPwAAP
13958,2016-08-19,001a000001NIIQBAA5
13959,2018-03-11,001a000001NIIQLAA5
13962,2017-02-17,001a000001NIIQxAAP
13964,2016-02-13,001a000001NIIRDAA5
13965,2016-07-26,001a000001NIIRKAA5
13968,2017-02-16,001a000001NIIRVAA5
13976,2016-06-22,001a000001NIISfAAP
13978,2017-10-18,001a000001NIISqAAP
13981,2018-07-23,001a000001NIIT4AAP
13986,2017-03-09,001a000001NIITwAAP
13995,2017-12-29,001a000001NIIVQAA5
13997,2017-12-23,001a000001NIIVrAAP
13999,2018-03-04,001a000001NIIVwAAP
14001,2018-01-31,001a000001NIIVzAAP
14003,2016-12-30,001a000001NIIWFAA5
14004,2018-05-16,001a000001NIIWIAA5
14008,2017-05-02,001a000001NIIWgAAP
14009,2017-12-18,001a000001NIIWjAAP
14010,2016-12-31,001a000001NIIWrAAP
14012,2016-01-10,001a000001NIIWyAAP
14013,2016-06-11,001a000001NIIX6AAP
14016,2016-03-31,001a000001NIIY4AAP
14017,2016-06-01,001a000001NIIY9AAP
14020,2017-10-30,001a000001NIIYPAA5
14024,2016-12-15,001a000001NIIYrAAP
14030,2018-01-08,001a000001NIIZHAA5
14031,2018-03-08,001a000001NIIZLAA5
14034,2017-04-21,001a000001NIIZaAAP
14040,2016-09-15,001a000001NIIaPAAX
14041,2018-05-22,001a000001NIIaRAAX
14048,2017-06-22,001a000001NIIbDAAX
14052,2017-08-16,001a000001NIIcAAAX
14053,2017-06-14,001a000001NIIcKAAX
14055,2016-10-21,001a000001NIIczAAH
14056,2018-01-15,001a000001NIId8AAH
14061,2016-11-03,001a000001NIIgvAAH
14063,2016-06-14,001a000001NIIhGAAX
14065,2018-02-02,001a000001NIIj9AAH
14066,2018-03-18,001a000001NIIjEAAX
14068,2016-10-31,001a000001NIIjcAAH
14071,2017-01-13,001a000001NIIk1AAH
14073,2017-11-29,001a000001NIIkyAAH
14076,2018-03-16,001a000001NIIlUAAX
14077,2016-12-31,001a000001NIIm3AAH
14080,2017-11-08,001a000001NIIndAAH
14084,2016-12-31,001a000001NIIqlAAH
14086,2018-04-27,001a000001NIIrDAAX
14087,2017-06-16,001a000001NIIs0AAH
14097,2018-03-06,001a000001NIIyRAAX
14099,2017-10-27,001a000001NIIzCAAX
14102,2018-03-28,001a000001NIJ1PAAX
14114,2018-07-01,001a000001NIJ7HAAX
14116,2016-11-20,001a000001NIJ7QAAX
14117,2018-01-06,001a000001NIJ7VAAX
14118,2017-07-13,001a000001NIJ7ZAAX
14123,2018-05-22,001a000001NIJ9XAAX
14128,2018-03-15,001a000001NIJBnAAP
14130,2018-05-08,001a000001NIJC3AAP
14132,2017-09-17,001a000001NIJEVAA5
14134,2017-12-28,001a000001NIJFlAAP
14135,2018-06-19,001a000001NIJI7AAP
14138,2016-01-29,001a000001NIJMNAA5
14144,2018-02-10,001a000001NIJXhAAP
14145,2017-11-29,001a000001NIJXqAAP
14147,2017-12-28,001a000001NIJcOAAX
14156,2016-11-12,001a000001NIJiaAAH
14158,2017-10-22,001a000001NIJieAAH
14168,2017-08-24,001a000001NIJkwAAH
14170,2015-12-16,001a000001NIJm6AAH
14171,2017-12-19,001a000001NIJmIAAX
14173,2018-01-25,001a000001NIJmXAAX
14174,2017-08-20,001a000001NIJmkAAH
14177,2018-01-28,001a000001NIJniAAH
14178,2018-02-25,001a000001NIJo0AAH
14180,2016-11-12,001a000001NIJoBAAX
14185,2015-12-31,001a000001NIJozAAH
14186,2018-03-11,001a000001NIJpBAAX
14188,2016-05-01,001a000001NIJpHAAX
14190,2017-05-21,001a000001NIJpYAAX
14199,2016-09-30,001a000001NIJrAAAX
14201,2017-11-02,001a000001NIJrbAAH
14202,2017-12-31,001a000001NIJs3AAH
14204,2017-03-04,001a000001NIJsMAAX
14208,2018-06-21,001a000001NIJssAAH
14210,2016-04-23,001a000001NIJtDAAX
14212,2018-07-21,001a000001NIJtPAAX
14213,2018-02-13,001a000001NIJtcAAH
14214,2015-11-13,001a000001NIJtpAAH
14215,2016-08-10,001a000001NIJu4AAH
14216,2016-04-14,001a000001NIJuLAAX
14218,2018-03-31,001a000001NIJubAAH
14220,2018-02-14,001a000001NIJuvAAH
14223,2015-11-13,001a000001NIJvjAAH
14225,2016-07-14,001a000001NIJvvAAH
14226,2018-07-31,001a000001NIJw0AAH
14229,2018-01-22,001a000001NIJwkAAH
14230,2017-09-15,001a000001NIJwsAAH
14232,2017-06-11,001a000001NIJx3AAH
14233,2017-06-11,001a000001NIJx4AAH
14234,2017-01-05,001a000001NIJx5AAH
14236,2018-04-08,001a000001NIJxGAAX
14243,2017-02-17,001a000001NIK04AAH
14244,2016-02-26,001a000001NIK07AAH
14247,2016-03-24,001a000001NIK10AAH
14248,2018-02-19,001a000001NIK1CAAX
14249,2017-08-14,001a000001NIK1uAAH
14254,2018-07-15,001a000001NIK36AAH
14255,2018-02-26,001a000001NIK37AAH
14256,2017-12-19,001a000001NIK38AAH
14257,2018-05-14,001a000001NIK3AAAX
14258,2017-07-15,001a000001NIK3CAAX
14259,2017-03-08,001a000001NIK3EAAX
14265,2016-09-06,001a000001NIK4nAAH
14269,2018-02-08,001a000001NIK5EAAX
14270,2016-04-25,001a000001NIK5KAAX
14276,2016-01-12,001a000001NIK60AAH
14277,2016-07-28,001a000001NIK69AAH
14278,2017-12-26,001a000001NIK6SAAX
14279,2017-05-25,001a000001NIK6TAAX
14281,2018-06-21,001a000001NIK6mAAH
14282,2017-11-22,001a000001NIK6yAAH
14283,2018-07-16,001a000001NIK76AAH
14287,2018-05-19,001a000001NIK7TAAX
14288,2018-02-02,001a000001NIK8KAAX
14292,2016-04-26,001a000001NIK8sAAH
14293,2016-04-25,001a000001NIK8tAAH
14295,2018-07-23,001a000001NIK9PAAX
14297,2017-12-31,001a000001NIK9nAAH
14302,2017-10-31,001a000001NIKAOAA5
14304,2016-02-10,001a000001NIKAWAA5
14305,2017-03-22,001a000001NIKApAAP
14309,2016-02-15,001a000001NIKB0AAP
14311,2017-12-21,001a000001NIKB3AAP
14312,2017-12-30,001a000001NIKBoAAP
14314,2018-05-25,001a000001NIKC5AAP
14316,2017-11-28,001a000001NIKCHAA5
14318,2017-04-13,001a000001NIKClAAP
14319,2018-03-20,001a000001NIKD6AAP
14321,2018-03-01,001a000001NIKD9AAP
14322,2016-09-29,001a000001NIKDAAA5
14324,2018-03-28,001a000001NIKDDAA5
14329,2018-03-08,001a000001NIKDZAA5
14332,2016-11-23,001a000001NIKFQAA5
14334,2016-07-19,001a000001NIKFYAA5
14336,2017-03-12,001a000001NIKFoAAP
14337,2017-11-28,001a000001NIKG8AAP
14339,2018-01-13,001a000001NIKGGAA5
14341,2017-11-02,001a000001NIKGKAA5
14345,2018-06-30,001a000001NIKGlAAP
14347,2017-02-28,001a000001NIKGnAAP
14348,2017-06-30,001a000001NIKH1AAP
14349,2016-11-30,001a000001NIKH2AAP
14351,2017-04-12,001a000001NIKHCAA5
14352,2016-09-14,001a000001NIKHOAA5
14356,2017-05-18,001a000001NIKHiAAP
14361,2016-11-19,001a000001NIKICAA5
14363,2018-01-16,001a000001NIKIPAA5
14370,2017-12-31,001a000001NIKJ6AAP
14372,2017-06-21,001a000001NIKJGAA5
14376,2018-01-23,001a000001NIKK1AAP
14377,2017-12-31,001a000001NIKK5AAP
14379,2016-03-12,001a000001NIKKAAA5
14387,2015-10-29,001a000001NIKKhAAP
14389,2017-06-25,001a000001NIKKpAAP
14390,2017-08-16,001a000001NIKLHAA5
14391,2018-01-22,001a000001NIKLKAA5
14396,2018-06-17,001a000001NIKLvAAP
14399,2018-02-13,001a000001NIKMEAA5
14401,2018-06-10,001a000001NIKMQAA5
14408,2018-01-30,001a000001NIKN3AAP
14409,2016-10-01,001a000001NIKN7AAP
14410,2018-02-27,001a000001NIKNKAA5
14411,2016-02-29,001a000001NIKNOAA5
14412,2017-03-21,001a000001NIKNQAA5
14419,2017-09-10,001a000001NIKOFAA5
14422,2018-03-26,001a000001NIKOJAA5
14425,2018-07-12,001a000001NIKOZAA5
14431,2016-09-26,001a000001NIKPAAA5
14433,2018-05-25,001a000001NIKPHAA5
14436,2018-01-31,001a000001NIKPQAA5
14437,2018-03-28,001a000001NIKPaAAP
14441,2017-08-11,001a000001NIKQ5AAP
14443,2017-11-28,001a000001NIKQBAA5
14444,2018-05-22,001a000001NIKQDAA5
14448,2016-12-31,001a000001NIKQQAA5
14450,2017-01-13,001a000001NIKQWAA5
14454,2018-02-19,001a000001NIKQnAAP
14460,2017-09-30,001a000001NIKRbAAP
14463,2017-06-03,001a000001NIKS9AAP
