ID,CREATEDDATE,CASE__C,RESOLUTION__C,OVERALL_GENERAL_COMMENTS__C,CUSTOMER_EFFORT__C,ACCOUNTID
a0k1300000E0LgmAAF,2017-06-12 13:45:03.000,50013000010lEvpAAE,6,,,0013000000dqQzsAAE
a0k1300000E0Lf5AAF,2017-06-12 11:35:48.000,50013000010HOctAAG,6,,,0013000000eb5LWAAY
a0k1300000E0LeuAAF,2017-06-12 10:51:04.000,50013000010lGktAAE,1,I have mentioned all my comments in first text box only.,,0013000000eahgoAAA
a0k1300000E0LbwAAF,2017-06-12 07:34:54.000,50013000010itksAAA,6,,,00130000016EoHyAAK
a0k1300000E0LbrAAF,2017-06-12 07:08:34.000,50013000010jCvIAAU,6,,,0013000000dqQ6CAAU
a0k1300000E0LbmAAF,2017-06-12 07:05:08.000,50013000010J5YdAAK,6,,,001a000001Z3LImAAN
a0k1300000E0LONAA3,2017-06-10 08:41:20.000,50013000010igXwAAI,1,I mever had such problems with a third party vendor,,0011300001iZhiAAAS
a0k1300000E0LApAAN,2017-06-09 22:04:56.000,50013000010IkIRAA0,5,,,0013000000dqMzJAAU
a0k1300000E0L8PAAV,2017-06-09 19:59:05.000,50013000010kuQ8AAI,6,,,0013000000dqNzQAAU
a0k1300000E0L2zAAF,2017-06-09 16:58:55.000,50013000010k9huAAA,6,,,001a000001GZP0FAAX
a0k1300000E0L2kAAF,2017-06-09 16:50:16.000,50013000010jPNRAA2,6,,,0013000000eb2pCAAQ
a0k1300000E0KzUAAV,2017-06-09 14:46:07.000,50013000010H3OeAAK,6,,,0013000000dqNDNAA2
a0k1300000E0KyqAAF,2017-06-09 14:24:38.000,50013000010k6DKAAY,5,,,0011300001hBPnzAAG
a0k1300000E0KylAAF,2017-06-09 14:24:13.000,50013000010j5zhAAA,6,,,0011300001hBPnzAAG
a0k1300000E0KyWAAV,2017-06-09 14:23:40.000,50013000010IbxCAAS,6,,,0011300001hBPnzAAG
a0k1300000E0KyCAAV,2017-06-09 14:05:55.000,50013000010IoHFAA0,6,,,001a000001NIImMAAX
a0k1300000E0KxxAAF,2017-06-09 13:45:25.000,50013000010InbEAAS,6,,,0011300001l1vWkAAI
a0k1300000E0KxmAAF,2017-06-09 13:25:29.000,50013000010k3jSAAQ,6,,,0011300001uiMfLAAU
a0k1300000E0KwSAAV,2017-06-09 11:50:01.000,50013000010k5HpAAI,6,,,0011300001l4AQZAA2
a0k1300000E0KscAAF,2017-06-09 07:09:44.000,50013000010k3b9AAA,6,,,0011300001cONItAAO
a0k1300000E0Kr0AAF,2017-06-09 04:10:50.000,50013000010jVCpAAM,4,,,0013000000eaqL3AAI
a0k1300000E0KogAAF,2017-06-09 00:52:54.000,50013000010jsKZAAY,6,Brian was awesome!  Terrific customer support and very responsive.,,0011300001jFutYAAS
a0k1300000E0KFlAAN,2017-06-08 21:30:35.000,5001300000yQo6qAAC,1,"this case was open for months with very little progress.  there were long stretches of time without contact with the engineer.  At one point the case was transferred to anoth tech who said there were not any previous notes.  I realize thus is a difficult case, but it seems like very few technicians understand vPro",,0013000000gblFcAAI
a0k1300000E0K6TAAV,2017-06-08 19:37:54.000,50013000010k5hdAAA,6,,,001a000001IHOXWAA5
a0k1300000E0K2TAAV,2017-06-08 18:27:20.000,50013000010jvymAAA,6,"I Appreciate so much the support - Always that I needed, Wavelink / Ivanti was very capable - I thanks Thomas so much as well...",,001a000001BSq2gAAD
a0k1300000E0K1VAAV,2017-06-08 17:53:55.000,50013000010k7gLAAQ,6,,,0013000000eax4cAAA
a0k1300000E0JuJAAV,2017-06-08 16:26:33.000,50013000010k1AmAAI,6,,,0013000000eazxGAAQ
a0k1300000E0JtzAAF,2017-06-08 16:02:46.000,50013000010jyxkAAA,6,,,0011300001iAPsYAAW
a0k1300000E0JtVAAV,2017-06-08 15:50:10.000,50013000010jhJfAAI,6,Shavlik Protect has been working very well and the support team is very courteous.,,0011300001a7QQqAAM
a0k1300000E0JqkAAF,2017-06-08 14:41:42.000,50013000010jtm2AAA,6,,,0011300001cONItAAO
a0k1300000E0JpeAAF,2017-06-08 13:45:49.000,5001300000zI0ruAAC,5,,,00130000011eFMhAAM
a0k1300000E0Jp4AAF,2017-06-08 12:21:49.000,50013000010iZUWAA2,6,,,0011300001l4JSKAA2
a0k1300000E0JokAAF,2017-06-08 12:07:58.000,50013000010k3zVAAQ,6,,,0013000000dqRARAA2
a0k1300000E0JmWAAV,2017-06-08 11:09:37.000,500130000103fJRAAY,6,,,0013000000dqQyBAAU
a0k1300000E0JlwAAF,2017-06-08 10:11:44.000,50013000010j36pAAA,5,"I'd been noticing this error for some time, but never got around to reporting it. I'm surprised a general download issue like this was potentially not picked up through testing of the download process yourselves?",,0013000000dqMfZAAU
a0k1300000E0JlcAAF,2017-06-08 09:41:57.000,50013000010jMHzAAM,6,The organisation is going through our current ITBM configuration as we are experiencing a number of issues with the console. I am also finding that almost on a regular basis that I have issues importing new CI's that is becoming very time consuming and frustrating. I update my guide from each webex I have to make sure I keep a record on what was done so that if the issue happens again I can troubleshoot this myself but new connection seem to always fail and I'm then having to locate an old data connection which does work and I don't know why when I believe I haven't made any changes to our business objects.,,0013000000xHS1eAAG
a0k1300000E0JlMAAV,2017-06-08 09:03:28.000,50013000010jeRZAAY,4,Case should only be marked as resolved if you already have received confirmation from customer/user.,,0013000000eahgoAAA
a0k1300000E0JlCAAV,2017-06-08 08:36:38.000,50013000010j2cfAAA,6,,,001a000001NIKAFAA5
a0k1300000E0Jl7AAF,2017-06-08 08:36:20.000,50013000010j3LGAAY,6,,,001a000001NIKAFAA5
a0k1300000E0JkhAAF,2017-06-08 08:04:02.000,5001300000yQq5kAAC,1,"Keine Lösung. 
Seit Version 2016 SU5 sind wir sehr unzufrieden mit dem Produkt LDMS.
Ständig wechselnder Support Ingenieur.",,001a000001Ent4LAAR
a0k1300000E0Jk2AAF,2017-06-08 06:45:19.000,5001300000x3BMHAA2,5,,,0013000000eb1uKAAQ
a0k1300000E0JjXAAV,2017-06-08 05:46:39.000,50013000010IUSfAAO,6,,,0013000000eb4ahAAA
a0k1300000E0JiqAAF,2017-06-08 04:17:04.000,50013000010IxICAA0,6,,,001a000001NIPCmAAP
a0k1300000E0Ji5AAF,2017-06-08 02:09:36.000,50013000010js5oAAA,6,fast response with solution :),,0011300001l49SGAAY
a0k1300000E0JfcAAF,2017-06-07 22:48:53.000,50013000010k1AmAAI,6,,,0013000000eazxGAAQ
a0k1300000E0JfXAAV,2017-06-07 22:48:25.000,50013000010k1AmAAI,6,,,0013000000eazxGAAQ
a0k1300000E0JfSAAV,2017-06-07 22:47:31.000,50013000010k1AmAAI,6,I was surprised as to how fast I got a callback.,,0013000000eazxGAAQ
a0k1300000E0JfNAAV,2017-06-07 22:47:27.000,50013000010k1AmAAI,6,I was surprised as to how fast I got a callback.,,0013000000eazxGAAQ
a0k1300000E0JevAAF,2017-06-07 22:05:06.000,50013000010jc6cAAA,6,,,0011300001jIp96AAC
a0k1300000E0Jd5AAF,2017-06-07 20:38:23.000,5001300000zHR5wAAG,6,Keep up the good work Jo.,,001a000001NIMcrAAH
a0k1300000E0JbIAAV,2017-06-07 18:44:15.000,50013000010jxVTAAY,6,,,0013000000eb8x9AAA
a0k1300000E0JbDAAV,2017-06-07 18:43:47.000,50013000010jxVTAAY,6,,,0013000000eb8x9AAA
a0k1300000E0JZFAA3,2017-06-07 17:24:04.000,50013000010j8oDAAQ,5,,,0011300001a8PHKAA2
a0k1300000E0JZ0AAN,2017-06-07 17:22:34.000,50013000010j8oDAAQ,5,,,0011300001a8PHKAA2
a0k1300000E0JYqAAN,2017-06-07 17:22:05.000,50013000010j8oDAAQ,5,,,0011300001a8PHKAA2
a0k1300000E0JXNAA3,2017-06-07 15:10:47.000,50013000010jrLgAAI,6,,,0013000000jLXfoAAG
a0k1300000E0JVpAAN,2017-06-07 13:46:22.000,50013000010j3LGAAY,6,,,001a000001NIKAFAA5
a0k1300000E0JRxAAN,2017-06-07 11:04:00.000,50013000010In1zAAC,5,,,0011300001l4DUAAA2
a0k1300000E0JQtAAN,2017-06-07 10:08:53.000,50013000010IN6xAAG,2,,,0011300001l48RDAAY
a0k1300000E0JPBAA3,2017-06-07 07:23:06.000,50013000010jt3bAAA,5,,,0013000000ebAoIAAU
a0k1300000E0JMmAAN,2017-06-07 02:36:53.000,50013000010HlGSAA0,6,,,0013000000eatzWAAQ
a0k1300000E0JHgAAN,2017-06-06 20:20:36.000,50013000010jJkxAAE,6,,,0011300001t5bsbAAA
a0k1300000E0JHBAA3,2017-06-06 19:33:27.000,50013000010jjc0AAA,6,,,0011300001sTOq3AAG
a0k1300000E0JGGAA3,2017-06-06 19:05:58.000,50013000010Ik4FAAS,6,,,0013000000dqNpMAAU
a0k1300000E0JBhAAN,2017-06-06 15:38:46.000,50013000010icS7AAI,6,,,0013000000ebECiAAM
a0k1300000E0JBNAA3,2017-06-06 15:35:12.000,50013000010jM0eAAE,2,,,0011300001l48RDAAY
a0k1300000E0JAjAAN,2017-06-06 15:27:56.000,50013000010GwbZAAS,6,Your support engineer Roy Meyer is very knowledgeable and does support work very professionally.  He is the model of LANDesk support engineer with great technical and communication skills.  Well done.  Thanks,,0013000000dqQtnAAE
a0k1300000E0J9TAAV,2017-06-06 14:30:10.000,5001300000yTkamAAC,6,,,0011300001uiGIRAA2
a0k1300000E0J6mAAF,2017-06-06 11:56:26.000,50013000010jeaqAAA,5,,,0011300001eJuvrAAC
a0k1300000E0J5zAAF,2017-06-06 11:15:41.000,50013000010j4duAAA,1,,,0011300001l4DDeAAM
a0k1300000E0J5pAAF,2017-06-06 11:12:31.000,50013000010jaqsAAA,1,"I need to log in to start a helpline case since I can't talk to a live person and I sent a request and no response now you say in email request  cancelled would I like to take a survey???? 
I just need to put in 2 lisc. on 2 handheld scanners and this is a 3 day project now I would like to talk to someone please. 
FOR THE RECORD THE CUSTOMER SERVICE SET UP IS HORRIBLE PEOPLE NEED HELP THEY WANT TO TALK TO SOMEONE!
Thanks Aaron Gibson",,0011300001wmqnyAAA
a0k1300000E0J4YAAV,2017-06-06 08:36:16.000,50013000010Hw0rAAC,5,,,001a000001NIFzRAAX
a0k1300000E0J4NAAV,2017-06-06 07:49:55.000,50013000010HUVGAA4,5,,,0013000000eaj4CAAQ
a0k1300000E0IxDAAV,2017-06-05 21:45:16.000,50013000010HsocAAC,1,,,0011300001l4OnhAAE
a0k1300000E0IweAAF,2017-06-05 21:28:44.000,50013000010j7YdAAI,6,,,001a000001GZP3GAAX
a0k1300000E0IvPAAV,2017-06-05 20:03:00.000,50013000010iQsGAAU,6,,,0011300001gSuIIAA0
a0k1300000E0Iv0AAF,2017-06-05 19:14:00.000,50013000010jNWWAA2,6,,,0011300001sSoiaAAC
a0k1300000E0Iu3AAF,2017-06-05 18:33:26.000,50013000010jZCcAAM,6,,,001a000001NIWvpAAH
a0k1300000E0IsLAAV,2017-06-05 17:44:28.000,50013000010jTRgAAM,6,,,0013000000jMLn0AAG
a0k1300000E0Ir6AAF,2017-06-05 16:13:45.000,50013000010jW7EAAU,6,,,0011300001dYH2tAAG
a0k1300000E0IpxAAF,2017-06-05 15:23:22.000,50013000010jXueAAE,1,,,0013000000dqQiLAAU
a0k1300000E0IpCAAV,2017-06-05 14:51:33.000,50013000010jW9yAAE,6,,,0013000000ebBlWAAU
a0k1300000E0IonAAF,2017-06-05 14:39:57.000,50013000010izACAAY,6,Thanks again!,,001a000001NIKAFAA5
a0k1300000E0IoEAAV,2017-06-05 14:27:56.000,50013000010iurzAAA,6,"Keep up the speedy provisioning. This makes the 3-party transition to our clients smooth and almost NHI-like.
Thank you.",,0013000000ebPJRAA2
a0k1300000E0InzAAF,2017-06-05 14:27:19.000,50013000010j6yuAAA,6,,,0013000000eb8JkAAI
a0k1300000E0InKAAV,2017-06-05 13:52:10.000,50013000010jS2WAAU,6,,,001a000001NIHjeAAH
a0k1300000E0InAAAV,2017-06-05 13:44:30.000,5001300000zF1WYAA0,1,,,00130000015NNnvAAG
a0k1300000E0In5AAF,2017-06-05 13:36:40.000,50013000010IPylAAG,6,,,0011300001iAPs9AAG
a0k1300000E0IlqAAF,2017-06-05 12:05:46.000,50013000010io2eAAA,4,,,001a000001NIGKTAA5
a0k1300000E0IkWAAV,2017-06-05 10:06:16.000,5001300000yTPNkAAO,6,,,0013000000dqRARAA2
a0k1300000E0IiWAAV,2017-06-05 06:01:50.000,50013000010ig0rAAA,6,,,0011300001rJavqAAC
a0k1300000E0IgNAAV,2017-06-05 02:29:36.000,50013000010HlahAAC,6,,,001a000001NIFsJAAX
a0k1300000E0ITnAAN,2017-06-03 10:39:09.000,50013000010itNdAAI,6,,,0013000000dqRARAA2
a0k1300000E0IQPAA3,2017-06-03 00:00:04.000,50013000010jCB1AAM,6,,,0013000000eaoiiAAA
a0k1300000E0IPYAA3,2017-06-02 22:48:21.000,50013000010j7AWAAY,6,,,0011300001txgWUAAY
a0k1300000E0INHAA3,2017-06-02 21:34:31.000,50013000010jRoZAAU,6,,,001a000001NII7fAAH
a0k1300000E0IJMAA3,2017-06-02 18:35:57.000,50013000010jKgNAAU,6,,,0013000000eahWkAAI
a0k1300000E0IJCAA3,2017-06-02 18:33:22.000,500130000102r9jAAA,6,,,0013000000eax58AAA
a0k1300000E0IIxAAN,2017-06-02 18:23:06.000,50013000010jPntAAE,6,,,0011300001q1nwWAAQ
a0k1300000E0IISAA3,2017-06-02 17:56:10.000,50013000010jGYoAAM,6,,,0013000000ebNcjAAE
a0k1300000E0IGuAAN,2017-06-02 17:24:13.000,50013000010jOqcAAE,6,,,0013000000dqN4KAAU
a0k1300000E0IGNAA3,2017-06-02 16:35:25.000,5001300000x0TFTAA2,6,,,001a000001Hl2CmAAJ
a0k1300000E0IDqAAN,2017-06-02 14:46:45.000,50013000010jGg9AAE,6,,,0013000000dqRMZAA2
a0k1300000E0IDFAA3,2017-06-02 14:30:38.000,5001300000zHsUaAAK,5,,,0011300001iZjUYAA0
a0k1300000E0ICaAAN,2017-06-02 14:17:10.000,50013000010jFKdAAM,6,"After missing Molive's first call I responded to her follow up email, letting her know that I would out of town for the next several days. Within 5 minutes I received a call back from her as she was eager to help address my issue before I went out of town. She was extremely helpful!",,001a000001GZP5HAAX
a0k1300000E0IC5AAN,2017-06-02 14:05:50.000,50013000010jIBEAA2,6,,,0013000000ebPJRAA2
a0k1300000E0I5NAAV,2017-06-02 08:36:29.000,50013000010jLXkAAM,6,Schneller kompetente Support von Hr. Frelian,,0013000000dqM8aAAE
a0k1300000E0I1WAAV,2017-06-02 02:39:00.000,50013000010ifQ5AAI,6,,,0011300001rJavqAAC
a0k1300000E0HyiAAF,2017-06-01 23:39:00.000,50013000010jKUCAA2,6,,,001a000001GZOuKAAX
a0k1300000E0HwkAAF,2017-06-01 22:06:08.000,50013000010jJnSAAU,6,,,001a000001GZP3GAAX
a0k1300000E0HvmAAF,2017-06-01 21:39:18.000,50013000010jDy3AAE,6,,,0013000000dqQzsAAE
a0k1300000E0Hv3AAF,2017-06-01 21:12:19.000,50013000010Hk7QAAS,6,,,0013000000dqR0xAAE
a0k1300000E0HtMAAV,2017-06-01 20:18:30.000,50013000010jAhpAAE,5,"It would be nice to have a Shavlik support phone number back. I think if I have a severity one issue, it is important to get in contact with someone ASAP. So far, the call back solution has worked the one time our team has used it, it just seems odd to not have a support number where I can get in touch with support instead of requesting a call back from support.",,001a000001NIGpKAAX
a0k1300000E0HsVAAV,2017-06-01 19:55:13.000,50013000010IsmAAAS,6,,,0011300001gSuIIAA0
a0k1300000E0HsQAAV,2017-06-01 19:54:23.000,50013000010IkWnAAK,6,,,0011300001gSuIIAA0
a0k1300000E0HsLAAV,2017-06-01 19:54:00.000,50013000010Ia9AAAS,6,,,0011300001gSuIIAA0
a0k1300000E0HqaAAF,2017-06-01 18:10:44.000,50013000010jGf6AAE,6,,,0011300001l4PkrAAE
a0k1300000E0HqVAAV,2017-06-01 18:05:48.000,50013000010j85IAAQ,6,,,0013000000dqQGoAAM
a0k1300000E0HqLAAV,2017-06-01 18:01:37.000,50013000010j85IAAQ,6,Prompt and knowledgeable.,,0013000000dqQGoAAM
a0k1300000E0HouAAF,2017-06-01 17:08:02.000,50013000010jGROAA2,6,,,0011300001l4CVrAAM
a0k1300000E0HnXAAV,2017-06-01 16:39:18.000,50013000010J6dtAAC,5,Initially this ticket was with support person that I don't think quite understood the request. In my opinion this extended the time to resolution. Once the ticket was escalated to a different engineer my request was completed to my satisfaction.,,0011300001hCliaAAC
a0k1300000E0HmyAAF,2017-06-01 16:13:47.000,50013000010HxgFAAS,6,,,0013000000dqM5SAAU
a0k1300000E0HmjAAF,2017-06-01 16:04:46.000,50013000010j7I6AAI,6,,,0013000000eb8JkAAI
a0k1300000E0HmUAAV,2017-06-01 15:59:34.000,50013000010jFu0AAE,6,,,001a000001NIKnQAAX
a0k1300000E0HmJAAV,2017-06-01 15:54:33.000,50013000010iWV6AAM,6,,,0013000000dqMNBAA2
a0k1300000E0HmEAAV,2017-06-01 15:54:02.000,50013000010HquEAAS,6,,,0013000000dqPlQAAU
a0k1300000E0HluAAF,2017-06-01 15:40:25.000,50013000010IVpaAAG,6,,,0013000000quxHrAAI
a0k1300000E0Hk3AAF,2017-06-01 14:25:37.000,50013000010Hg7EAAS,5,,,0013000000eb2pCAAQ
a0k1300000E0HjoAAF,2017-06-01 14:24:10.000,50013000010jE3DAAU,6,"Very quick responce, thank you.",,0013000000eafaHAAQ
a0k1300000E0HjUAAV,2017-06-01 13:59:40.000,50013000010j4RjAAI,6,,,001a000001NII3kAAH
a0k1300000E0HiQAAV,2017-06-01 12:49:39.000,50013000010HBpyAAG,6,Appreciate your feedback guys,,001a000001NIM5LAAX
a0k1300000E0HeXAAV,2017-06-01 10:17:20.000,50013000010jCQVAA2,6,,,0013000000fK9bMAAS
a0k1300000E0Hd7AAF,2017-06-01 09:13:54.000,50013000010jCLfAAM,6,,,0011300001cvG0LAAU
a0k1300000E0Hd2AAF,2017-06-01 09:13:15.000,50013000010jCLfAAM,6,,,0011300001cvG0LAAU
a0k1300000E0HcxAAF,2017-06-01 09:13:01.000,50013000010iXQqAAM,6,,,0011300001cvG0LAAU
a0k1300000E0HcsAAF,2017-06-01 09:12:42.000,50013000010iXQMAA2,6,,,0011300001cvG0LAAU
a0k1300000E0HZTAA3,2017-06-01 06:23:30.000,50013000010itVnAAI,1,,,0011300001l4OEKAA2
a0k1300000E0HZIAA3,2017-06-01 06:14:11.000,50013000010j21nAAA,5,,,0013000000ebAoIAAU
a0k1300000E0HYCAA3,2017-06-01 05:22:04.000,50013000010j2XVAAY,2,技术支持工程师问题跟踪解决基本上就是，来个电话问问什么问题之后就没下文了。,,0011300001rJavqAAC
a0k1300000E0HUuAAN,2017-05-31 22:58:10.000,50013000010jAggAAE,6,,,001a000001BSq1xAAD
a0k1300000E0HPdAAN,2017-05-31 21:31:08.000,5001300000ySz5oAAC,6,Ed is awesome.,,0011300001hAbraAAC
a0k1300000E0HOOAA3,2017-05-31 20:58:04.000,50013000010j9jxAAA,6,"sccm patch is a great product, took us to a high level of securing our endpoints.",,001a000001Z4FkiAAF
a0k1300000E0HMFAA3,2017-05-31 19:41:43.000,50013000010ixhiAAA,5,,,0011300001a8PHKAA2
a0k1300000E0HLvAAN,2017-05-31 19:29:51.000,50013000010ikFCAAY,6,,,0011300001sBmrpAAC
a0k1300000E0HLqAAN,2017-05-31 19:29:38.000,50013000010JApkAAG,6,,,0011300001sBmrpAAC
a0k1300000E0HLlAAN,2017-05-31 19:29:29.000,50013000010IjMcAAK,6,,,0011300001sBmrpAAC
a0k1300000E0HLgAAN,2017-05-31 19:29:19.000,50013000010IWr8AAG,6,,,0011300001sBmrpAAC
a0k1300000E0HLRAA3,2017-05-31 19:17:05.000,50013000010IfVCAA0,6,,,001a000001BSq2hAAD
a0k1300000E0HKAAA3,2017-05-31 18:28:41.000,50013000010ijCuAAI,6,,,0013000000eaqyYAAQ
a0k1300000E0HJvAAN,2017-05-31 18:13:06.000,50013000010j77wAAA,6,I am very appreciative of your assistance and looking forward to continuing to work together in the future.,,0011B00001IwTluQAF
a0k1300000E0HFKAA3,2017-05-31 14:58:25.000,50013000010HBrpAAG,6,"Decent support, appreciate your advice Anthony",,001a000001NIM5LAAX
a0k1300000E0HEqAAN,2017-05-31 14:38:59.000,50013000010j4k2AAA,5,,,0013000000dqN1yAAE
a0k1300000E0HEWAA3,2017-05-31 14:25:05.000,50013000010HqLJAA0,6,Molive is very attentive and excellent technical skills,,001a000001BSq0UAAT
a0k1300000E0HEMAA3,2017-05-31 14:23:21.000,50013000010iicIAAQ,5,,,0013000000dqMuWAAU
a0k1300000E0HDMAA3,2017-05-31 13:46:10.000,50013000010HxgFAAS,1,,,0013000000dqM5SAAU
a0k1300000E0HBFAA3,2017-05-31 13:34:18.000,50013000010j48hAAA,6,,,0011300001cO1LnAAK
a0k1300000E0H8MAAV,2017-05-31 07:23:02.000,500130000103nrBAAQ,6,,,0013000000dqQyuAAE
a0k1300000E0H7BAAV,2017-05-31 05:17:43.000,50013000010ipVXAAY,6,,,0013000000dqRARAA2
a0k1300000E0H2mAAF,2017-05-30 23:25:10.000,50013000010j1buAAA,6,I was skeptical about the web portal to create a support case but It was fantastic,,0011300001l48t4AAA
a0k1300000E0GviAAF,2017-05-30 21:09:59.000,50013000010iulDAAQ,6,,,001a000001NIHQbAAP
a0k1300000E0GthAAF,2017-05-30 19:13:30.000,50013000010ikpAAAQ,6,,,001a000001NIYk2AAH
a0k1300000E0GtCAAV,2017-05-30 18:47:30.000,50013000010ivi5AAA,6,LANDesk ServiceDesk needs  work but Support Team is great.,,00130000011cJhLAAU
a0k1300000E0GqwAAF,2017-05-30 16:41:04.000,50013000010HmrFAAS,1,,,0013000000dqOOSAA2
a0k1300000E0GqrAAF,2017-05-30 16:38:39.000,50013000010iwiVAAQ,6,Keep the call back feature. This was immensely helpful as we couldn't support our end point systems (Patches & Security). This was a critical ticket and was treated as such. Thank you!!,,0011300001sSoiaAAC
a0k1300000E0GpKAAV,2017-05-30 15:43:31.000,50013000010iZO9AAM,6,,,0013000000dqOsXAAU
a0k1300000E0Gp0AAF,2017-05-30 15:27:52.000,50013000010iqhZAAQ,6,,,0011300001ic49LAAQ
a0k1300000E0GnaAAF,2017-05-30 14:50:00.000,500130000102hbAAAQ,5,,,001a0000019MAXjAAO
a0k1300000E0GnGAAV,2017-05-30 14:46:55.000,50013000010iq2WAAQ,6,,,0013000000eb2SlAAI
a0k1300000E0GmgAAF,2017-05-30 14:32:18.000,50013000010ipc9AAA,6,,,001a000001PAEEhAAP
a0k1300000E0GmbAAF,2017-05-30 14:31:32.000,50013000010iuL5AAI,5,,,0011300001l4QVvAAM
a0k1300000E0GmWAAV,2017-05-30 14:29:24.000,50013000010J9bwAAC,3,"New Phone support system is terrible.  delays everything, required us to remember yet another account and password.  Its not like I am setting here doing nothing, waiting for a callback.  I'm many cases I just can't.  Very Bad Decision.",,001a000001NIJktAAH
a0k1300000E0GmRAAV,2017-05-30 14:27:59.000,500130000104JkPAAU,6,,,00130000011cJhLAAU
a0k1300000E0Gg8AAF,2017-05-30 13:08:58.000,50013000010iuSLAAY,6,,,0013000000dqRARAA2
a0k1300000E0GfJAAV,2017-05-30 12:40:46.000,50013000010iR2pAAE,6,,,0011300001l4E2LAAU
a0k1300000E0GeuAAF,2017-05-30 12:28:36.000,50013000010IWNSAA4,6,,,0013000000dqQjEAAU
a0k1300000E0Ga7AAF,2017-05-30 07:45:03.000,5001300000zI7ugAAC,5,,,0013000000earb7AAA
a0k1300000E0GQbAAN,2017-05-29 14:46:49.000,50013000010igM0AAI,1,Thank You Agata for very quick response. I understand that this is more Product Management issue...,,0013000000dqOSFAA2
a0k1300000E0GQMAA3,2017-05-29 14:34:00.000,5001300000x0aEUAAY,1,"LanDesk ist mit den Updates 2016.x leider nicht stabiler geworden, sondern bereitet unserer bestehenden Landschaft zunehmend Probleme. Der Fokus ist nicht auf Bestandsicherung ausgelegt, sondern auf Weiterentwicklung die wir bei uns nicht einsetzen können. Der aktuelle Stand ist, das wir weder auf Workspaces updaten können, noch Webacces fehlerfrei einsetzen können. Leider sind auch ""Features"" hinzugekommen die das Arbeiten mit LanDesk erschweren, aber leider als Feature gesehen werden. => Keine separaten Import Log Dateien mehr, sondern ein zentrales unübersichtliches log mit allen Importen. Bitte mehr auf die Verfügbarkeit vorhandener Funktionalitäten achten und diese nicht entfernen. 
Aktuell müssen wir 3 Oberflächen nutzen, damit LanDesk funktioniert:
Webaccess für die Anwender
Console zum Administrieren
Workspaces für die Weitere Entwicklung und spätere Nutzung.
Bitte den Focus darauf richten, das es EINE Oberfläche gibt die Die vorhandenen Funktionalitäten aus 7.x und Webaccess beinhaltet und mit der auch sämtliche Administration möglich ist. Besten Dank!
Das ist sehr unbefriedigend.",,0013000000ean88AAA
a0k1300000E0GNSAA3,2017-05-29 11:55:12.000,50013000010HKA6AAO,3,,,0013000000dqM3yAAE
a0k1300000E0GNNAA3,2017-05-29 11:27:20.000,50013000010iOmpAAE,5,,,001a000001Y5nLrAAJ
a0k1300000E0GLhAAN,2017-05-29 07:18:41.000,50013000010iO5bAAE,5,,,0011300001ZZ6CBAA1
a0k1300000E0GIQAA3,2017-05-28 22:47:23.000,50013000010GbmuAAC,4,,,0011300001l4MqaAAE
a0k1300000E0G8KAAV,2017-05-27 10:24:00.000,50013000010iSDmAAM,6,Really Appreciate the time taken to respond...,,0013000000dqM5yAAE
a0k1300000E0G6kAAF,2017-05-27 00:54:41.000,50013000010IkIRAA0,5,Brittany Hays was a great help in a high stress situation. We had a pretty major issue with our network and she was able to help me out quickly. Also she was able to get me lined up for an update and other information.,,0013000000dqMzJAAU
a0k1300000E0FygAAF,2017-05-26 19:49:29.000,50013000010ieNGAAY,6,,,001a000001NILACAA5
a0k1300000E0FxxAAF,2017-05-26 19:33:46.000,50013000010ik1dAAA,6,"The new Ivanti interface is awkward and cumbersome but great call back time and solid, knowledgeable, proactive support engineer-- Brian.",,0011300001uiHj8AAE
a0k1300000E0Fk6AAF,2017-05-26 16:05:11.000,50013000010ieQ0AAI,6,,,0011300001sSoiaAAC
a0k1300000E0FhqAAF,2017-05-26 15:04:29.000,500130000103eevAAA,6,"Whilst there was some time taken over this, the responses given were clear and well thought-out.  Very happy with the outcome!",,0013000000fK9bMAAS
a0k1300000E0FglAAF,2017-05-26 14:22:22.000,50013000010IkwMAAS,2,"Elevated support should have been brought in after the first couple days, not a week after.",,001a000001QEiqeAAD
a0k1300000E0FgGAAV,2017-05-26 14:11:57.000,50013000010ihDqAAI,6,Telephone queue wait was shorter than most of my previous calls. Appreciated.,,001a000001JgUsHAAV
a0k1300000E0FfBAAV,2017-05-26 12:22:47.000,50013000010idvqAAA,6,,,0013000000eaiK9AAI
a0k1300000E0FegAAF,2017-05-26 11:49:13.000,50013000010GtWuAAK,6,Excellent support from Piotr!,,0013000000dqQJeAAM
a0k1300000E0FdpAAF,2017-05-26 10:19:46.000,5001300000yQpYWAA0,6,,,0011300001l4J2kAAE
a0k1300000E0FdGAAV,2017-05-26 09:45:33.000,500130000103NvBAAU,5,,,0011300001l4E5tAAE
a0k1300000E0FbdAAF,2017-05-26 08:24:37.000,50013000010J55DAAS,6,,,0013000000dqRARAA2
a0k1300000E0FazAAF,2017-05-26 07:19:07.000,500130000104JACAA2,6,,,001a000001BT5rxAAD
a0k1300000E0FXsAAN,2017-05-26 01:38:43.000,50013000010GlrEAAS,5,,,0013000000eajWfAAI
a0k1300000E0FQbAAN,2017-05-25 19:16:24.000,5001300000zHvMoAAK,6,,,0013000000dqQsqAAE
